review_id,review,sentiment_label,sentiment_score,identified_themes
1,it's not working,NEGATIVE,-0.9997857213020325,Other
2,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",NEGATIVE,-0.9994151592254639,Account Access Issues
3,exceptional,POSITIVE,0.9998514652252197,Other
4,BoA Mobile good bank,POSITIVE,0.9984728693962097,Other
5,this is worest app 24/7 loading,NEGATIVE,-0.9934743046760559,Other
6,This App is not interest for Android phone Please update it .,NEGATIVE,-0.9971383810043335,Other
7,BoA system is confartable,NEGATIVE,-0.9980142116546631,Other
8,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",NEGATIVE,-0.9998049139976501,Other
9,Good service.,POSITIVE,0.9998533725738525,Other
10,the app crush frequently,NEGATIVE,-0.998525083065033,Other
11,good,POSITIVE,0.9998161196708679,Other
12,You guys keeps getting worst,NEGATIVE,-0.9997075200080872,Other
13,good,POSITIVE,0.9998161196708679,Other
14,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",NEGATIVE,-0.9990266561508179,"Transaction Performance, Feature Requests"
15,BoA,NEGATIVE,-0.74104905128479,Other
16,good,POSITIVE,0.9998161196708679,Other
17,but not opening on android,NEGATIVE,-0.9952228665351868,Other
18,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,NEGATIVE,-0.9997984766960144,Other
19,amazing,POSITIVE,0.999875545501709,Other
20,excellent app,POSITIVE,0.9998356103897095,Other
21,excellent,POSITIVE,0.9998434782028198,Other
22,ሞላዬ ከበደ,NEGATIVE,-0.7850580215454102,Other
23,"this app does no work on Samsung a51, it just gives a preview of the logo",NEGATIVE,-0.9992283582687378,Other
24,nice,POSITIVE,0.9998552799224854,Other
25,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",NEGATIVE,-0.9994921684265137,Feature Requests
26,Best app,POSITIVE,0.999686598777771,Other
27,liking this application good 👍,POSITIVE,0.9996829032897949,Other
28,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",NEGATIVE,-0.9989790916442871,Account Access Issues
29,good,POSITIVE,0.9998161196708679,Other
30,good,POSITIVE,0.9998161196708679,Other
31,good,POSITIVE,0.9998161196708679,Other
32,wow,POSITIVE,0.999592125415802,Other
33,it's really good 👍,POSITIVE,0.9998701810836792,Other
34,Bad app . it stuck when you open and noting WORKS.,NEGATIVE,-0.9995198249816895,Other
35,"the app isn't working after it asked me the password it starts loading, but it doesn't open",NEGATIVE,-0.9997255206108093,Account Access Issues
36,Best,POSITIVE,0.9997941851615906,Other
37,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,NEGATIVE,-0.9996699094772339,"Transaction Performance, Feature Requests"
38,yideg,NEGATIVE,-0.7675834894180298,Other
39,አይከፍትም እኮ,NEGATIVE,-0.7850580215454102,Other
40,great boa,POSITIVE,0.9992689490318298,Other
41,Best,POSITIVE,0.9997941851615906,Other
42,boa of mobile backing,NEGATIVE,-0.980626106262207,Other
43,nice,POSITIVE,0.9998552799224854,Other
44,faster bank of Abissinya,POSITIVE,0.9722140431404114,Other
45,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,NEGATIVE,-0.9996716976165771,Other
46,it just doesn't work...so frustrating,NEGATIVE,-0.999774158000946,Other
47,like,POSITIVE,0.9910564422607422,Other
48,it's not work correctly... you must have update it,NEGATIVE,-0.9998013377189636,Other
49,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",POSITIVE,0.9575355648994446,"Account Access Issues, Transaction Performance"
50,after i typed in my password it says successfully logged out ...and goes back to the first page,NEGATIVE,-0.5856828093528748,Account Access Issues
51,good but they don't update enough don't add new things,NEGATIVE,-0.9693677425384521,Feature Requests
52,very good,POSITIVE,0.9998520612716675,Other
53,thank you,POSITIVE,0.9998352527618408,Other
54,it doesn't work period z slowest mobile banking ever i would rather use *815#,NEGATIVE,-0.9990907907485962,Transaction Performance
55,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",NEGATIVE,-0.9973752498626709,Other
56,good application,POSITIVE,0.999854564666748,Other
57,this version is not working for me I cannot even buy card. I cannot send money,NEGATIVE,-0.9995684027671814,Other
58,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",NEGATIVE,-0.9996182918548584,Other
59,always problematic hardly works,NEGATIVE,-0.9995555281639099,Other
60,considering the fact the bank is huge this app really bad you could do better,NEGATIVE,-0.9997418522834778,Other
61,best app,POSITIVE,0.999686598777771,Other
62,very good,POSITIVE,0.9998520612716675,Other
63,"worst app and Bank ever u be ashamed, scammer",NEGATIVE,-0.9998050332069397,Other
64,great BoA,POSITIVE,0.9992689490318298,Other
65,best,POSITIVE,0.9997941851615906,Other
66,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,NEGATIVE,-0.9988333582878113,Transaction Performance
67,good,POSITIVE,0.9998161196708679,Other
68,good,POSITIVE,0.9998161196708679,Other
69,there is no speed,NEGATIVE,-0.9994422793388367,Other
70,"For anyone who wants to download it, just don't!!!",NEGATIVE,-0.9993981122970581,Other
71,wonderful,POSITIVE,0.9998772144317627,Other
72,all worck,NEGATIVE,-0.9971314668655396,Other
73,Best app,POSITIVE,0.999686598777771,Other
74,Loved it,POSITIVE,0.9998797178268433,Other
75,Wow,POSITIVE,0.999592125415802,Other
76,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",NEGATIVE,-0.9985970854759216,Feature Requests
77,Improved to be the best,POSITIVE,0.9998570680618286,Other
78,BoA,NEGATIVE,-0.74104905128479,Other
79,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",NEGATIVE,-0.9974843263626099,Transaction Performance
80,BoA Greqt Ethiopian bank.,NEGATIVE,-0.845771849155426,Other
81,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",NEGATIVE,-0.9994600415229797,Other
82,Almost better compared to cbe where it is not qualified for,NEGATIVE,-0.9741679430007935,Other
83,what awesome apps. it is very simple to use and more much important apps.,POSITIVE,0.9998214840888977,Other
84,Wonderfull app,POSITIVE,0.9998815059661865,Other
85,i can't use this app why?,NEGATIVE,-0.9993101358413696,Other
86,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,NEGATIVE,-0.9997013211250305,Account Access Issues
87,Wow,POSITIVE,0.999592125415802,Other
88,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,NEGATIVE,-0.9998133778572083,Other
89,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,NEGATIVE,-0.9959415793418884,Other
90,Good app,POSITIVE,0.9998493194580078,Other
91,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",NEGATIVE,-0.9916398525238037,Other
92,It has good features but sometimes it doesn't work...0,NEGATIVE,-0.9956711530685425,Feature Requests
